"search-number","evaluation","evals-requested-so-far","sun-brightness*","albedo*","initial-clouds*","night*","random-seed","min-result","max-result","mean-result","stdev-result","final-step-result"
"1","122","160","0.2","0.1","12","0.2","""1963399995""","0.8302007039240795","1.7320144727219855","1.488124379089192","0.29602464006146617","0.8302007039240795"
"1","123","160","0.2","0.1","12","0.2","""1411007807""","1.2193581502688602","1.482297998541382","1.3983577097652433","0.052221728163989706","1.2193581502688602"
"1","124","160","0.2","0.1","12","0.2","""599794441""","1.8022599132516977","2.0247272334218724","1.8550083338836916","0.06333231359259044","1.8022599132516977"
"1","125","160","0.2","0.1","12","0.2","""718634175""","1.1966755831497284","1.357455600467004","1.295354232390131","0.03700051280639275","1.1966755831497284"
"1","126","160","0.2","0.1","12","0.2","""-174983999""","1.6470336032492643","1.9332306319798445","1.8383439174870657","0.09491687486403912","1.6470336032492643"
"1","127","160","0.2","0.1","12","0.2","""-843682865""","1.1896842784143082","1.9073836351358135","1.630813402819593","0.2448992467583714","1.1896842784143082"
"1","128","160","0.2","0.1","12","0.2","""779332832""","1.2512703976515418","1.5624231703142932","1.4778007258119978","0.07415693156426502","1.2512703976515418"
"1","129","160","0.2","0.1","12","0.2","""347541102""","1.008383313361481","1.38736617055757","1.2494920021564953","0.10684817070316174","1.008383313361481"
"1","130","160","0.2","0.1","12","0.2","""131985463""","1.3031339530331696","1.7195599097348175","1.5264002706120765","0.13165460980558488","1.3031339530331696"
"1","131","160","2.4000000000000004","0.55","86","0.9","""1764197901""","3.0000000000000018","3.0000000000000018","3.0000000000000004","0","3.0000000000000018"
"1","132","160","2.4000000000000004","0.55","86","0.9","""-1714994026""","3.0000000000000018","3.0000000000000018","3.0000000000000004","0","3.0000000000000018"
"1","133","160","2.4000000000000004","0.55","86","0.9","""-2106531161""","3.0000000000000018","3.0000000000000018","3.0000000000000004","0","3.0000000000000018"
"1","134","160","2.4000000000000004","0.55","86","0.9","""-1545175775""","3.0000000000000018","3.0000000000000018","3.0000000000000004","0","3.0000000000000018"
"1","135","160","2.4000000000000004","0.55","86","0.9","""-1839190899""","3.0000000000000018","3.0000000000000018","3.0000000000000004","0","3.0000000000000018"
"1","136","160","2.4000000000000004","0.55","86","0.9","""1554730689""","3.0000000000000018","3.0000000000000018","3.0000000000000004","0","3.0000000000000018"
"1","137","160","2.4000000000000004","0.55","86","0.9","""-1280941443""","2.900000216014302","2.9000003869378865","2.900000293362212","5.049262779492939E-8","2.900000216014302"
"1","138","160","2.4000000000000004","0.55","86","0.9","""-964179147""","3.0000000000000018","3.0000000000000018","3.0000000000000004","0","3.0000000000000018"
"1","139","160","2.4000000000000004","0.55","86","0.9","""-1118386005""","3.0000000000000018","3.0000000000000018","3.0000000000000004","0","3.0000000000000018"
"1","140","160","2.4000000000000004","0.55","86","0.9","""1793849741""","2.9000000026466246","2.900000004740818","2.900000003594307","6.186456223163471E-10","2.9000000026466246"
"1","141","160","1.2000000000000002","0.5","38","0.5","""2026168081""","1.9062480241804955","2.0085978421042956","1.9392683271456737","0.03128286938847493","1.9062480241804955"
"1","142","160","1.2000000000000002","0.5","38","0.5","""131220326""","2.2253851669909803","2.3034243028859755","2.291402336978193","0.019231568014558487","2.2253851669909803"
"1","143","160","1.2000000000000002","0.5","38","0.5","""1129868341""","1.2997556083912958","1.449513266882823","1.3474097707609884","0.03878036788124832","1.2997556083912958"
"1","144","160","1.2000000000000002","0.5","38","0.5","""-24542127""","2.0017624492813297","2.035223186147025","2.01119677637402","0.009105535378019315","2.0017624492813297"
"1","145","160","1.2000000000000002","0.5","38","0.5","""-2090801012""","1.6181225867805118","1.7601018436685436","1.6843346096173255","0.04653606239773739","1.6181225867805118"
"1","146","160","1.2000000000000002","0.5","38","0.5","""1507544175""","1.6912230168627467","1.8239191644746136","1.7570596581205817","0.04044849516040939","1.6912230168627467"
"1","147","160","1.2000000000000002","0.5","38","0.5","""-1949672952""","1.4056489506532373","1.5128963213254583","1.4358875786551881","0.029184794458504148","1.4056489506532373"
"1","148","160","1.2000000000000002","0.5","38","0.5","""1443589072""","0.8461001959774901","1.0900854999853244","0.966370001995874","0.07463513005956106","0.8461001959774901"
"1","149","160","1.2000000000000002","0.5","38","0.5","""-1337047216""","2.4550752227686843","2.5071859072211087","2.497211182836179","0.012603943837868581","2.4550752227686843"
"1","150","160","1.2000000000000002","0.5","38","0.5","""-2123907068""","1.9148734969565346","2.1251844598415843","1.9884480594831289","0.0650201946068744","1.9148734969565346"
"1","151","160","4.4","0.2","30","0","""-648520329""","8.051493246555317","8.516878476111156","8.350964679330739","0.15046829414936216","8.098230759649333"
"1","152","160","4.4","0.2","30","0","""1667843863""","7.024588448046522","10.43568617291664","8.336771141378799","1.0732466557531315","10.43568617291664"
"1","153","160","4.4","0.2","30","0","""-1674580657""","8.654322271322908","9.444468778789737","8.958482896407245","0.2128703420335703","9.444468778789737"
"1","154","160","4.4","0.2","30","0","""1786581124""","6.6158951349321065","7.338916380380791","7.153817682530053","0.1580951236614211","7.338916380380791"
"1","155","160","4.4","0.2","30","0","""-1821956360""","7.503270805280039","9.050765629123834","8.605511324281688","0.4705600314693107","9.050765629123834"
"1","156","160","4.4","0.2","30","0","""-299724714""","8.202521845941021","9.197491999551708","8.701978957867887","0.3770768058116586","8.301358172876352"
"1","157","160","4.4","0.2","30","0","""-1900860969""","7.182091053660276","8.90633122384417","8.272257619708574","0.48723409240961496","8.90633122384417"
"1","158","160","4.4","0.2","30","0","""62220279""","5.639073974722027","7.026708003697571","6.378068956771445","0.2848948680399362","7.026708003697571"
"1","159","160","4.4","0.2","30","0","""782232148""","6.66729711350726","9.056036776475228","7.543041853889243","0.7324082284088449","9.056036776475228"
"1","160","160","4.4","0.2","30","0","""-13766455""","6.605704000336715","8.359329756644343","8.058123105332307","0.4394845226507486","8.264188484238474"
"1","161","170","4.2","0.7000000000000001","67","0.8","""-1166534501""","2.8000161065763347","2.8000527290895043","2.8000309105705545","1.0592384265029042E-5","2.8000161065763347"
"1","162","170","4.2","0.7000000000000001","67","0.8","""1754486581""","2.6252402983317857","2.6826307170171813","2.6484393459400426","0.016599116642680056","2.6252402983317857"
"1","163","170","4.2","0.7000000000000001","67","0.8","""1001053605""","2.8470667144672266","2.900026354790569","2.881033871821862","0.018945116804690278","2.8470667144672266"
"1","164","170","4.2","0.7000000000000001","67","0.8","""895636983""","2.500806596482663","2.5026406045138216","2.5015479613411764","5.304528862156256E-4","2.500806596482663"
"1","165","170","4.2","0.7000000000000001","67","0.8","""371207076""","2.90000241010452","2.900007890107492","2.9000046252974547","1.5849894563042336E-6","2.90000241010452"
"1","166","170","4.2","0.7000000000000001","67","0.8","""1995327347""","2.9000060149659532","2.9000196915640544","2.9000115434854843","3.95570292633602E-6","2.9000060149659532"
"1","167","170","4.2","0.7000000000000001","67","0.8","""-1188241281""","2.6122245394437034","2.7882703417581443","2.697620208158705","0.05172124176691459","2.6122245394437034"
"1","168","170","4.2","0.7000000000000001","67","0.8","""-119433628""","2.6227682836677246","2.6745379305736954","2.6436952350778133","0.014973412413198968","2.6227682836677246"
"1","169","170","4.2","0.7000000000000001","67","0.8","""1709816435""","2.800245385132662","2.8008033324008093","2.800470925310501","1.6137592296190553E-4","2.800245385132662"
"1","170","170","4.2","0.7000000000000001","67","0.8","""-282686985""","2.7027538411494163","2.7090154191417106","2.705284971767967","0.0018110455689660193","2.7027538411494163"
"1","171","180","0.4","0.2","13","0.9","""813092819""","2.301559477296319","2.302793429851228","2.3021178768268333","3.645225816903378E-4","2.301559477296319"
"1","172","180","0.4","0.2","13","0.9","""1455472747""","2.3005942304297857","2.301064421409036","2.3008070055652814","1.3889936769536068E-4","2.3005942304297857"
"1","173","180","0.4","0.2","13","0.9","""-2090162909""","2.706656874154646","2.7119241947432595","2.709040490390177","0.001556021981486862","2.706656874154646"
"1","174","180","0.4","0.2","13","0.9","""-582547110""","2.3003990204122857","2.3007147494443263","2.300541897010386","9.326968157430629E-5","2.3003990204122857"
"1","175","180","0.4","0.2","13","0.9","""-1487055047""","2.800415762026603","2.8007447380342274","2.8005646332676246","9.718297768850926E-5","2.800415762026603"
"1","176","180","0.4","0.2","13","0.9","""1861164616""","2.5000166023666655","2.500029739161157","2.5000225471494226","3.8807474602269E-6","2.5000166023666655"
